sender_id,sender_type,receiver_id,receiver_type,amount,type,date,description
advaspire@gmail.com,user,ADV23011,student,150,earned,2023-10-07,Mission | by Aljay
advaspire@gmail.com,user,ADV23041,student,100,earned,2023-10-07,Mission | Completed Missions in class | by Aljay
advaspire@gmail.com,user,ADV23042,student,100,earned,2023-10-07,Mission | Completed Missions in class | by Aljay
advaspire@gmail.com,user,ADV23008,student,50,earned,2023-10-07,Mission | Completed Missions in class | by Aljay
advaspire@gmail.com,user,ADV0045,student,100,earned,2023-10-07,Mission | Completed Missions in class | by Aljay
advaspire@gmail.com,user,ADV23012,student,50,earned,2023-10-08,Mission | by Aljay
advaspire@gmail.com,user,ADV23050,student,150,earned,2023-10-08,Mission | by Aljay
advaspire@gmail.com,user,ADV23040,student,150,earned,2023-10-08,Mission | by Aljay
advaspire@gmail.com,user,ADV23022,student,150,earned,2023-10-08,Mission | by Aljay
advaspire@gmail.com,user,ADV23023,student,150,earned,2023-10-08,Mission
advaspire@gmail.com,user,ADV0014,student,150,earned,2023-10-08,Mission | by Aljay
advaspire@gmail.com,user,ADV23050,student,150,earned,2023-10-13,Mission | by Aljay
advaspire@gmail.com,user,ADV23006,student,150,earned,2023-10-14,Mission | Completed missions in class | by Aljay
advaspire@gmail.com,user,ADV23012,student,50,earned,2023-10-14,Mission | by Aljay
advaspire@gmail.com,user,ADV23004,student,100,earned,2023-10-14,Mission | by Aljay
advaspire@gmail.com,user,ADV23005,student,100,earned,2023-10-14,Mission
advaspire@gmail.com,user,ADV23023,student,150,earned,2023-10-14,Mission
advaspire@gmail.com,user,ADV23024,student,150,earned,2023-10-14,Mission
advaspire@gmail.com,user,ADV23027,student,150,earned,2023-10-14,Mission
advaspire@gmail.com,user,ADV23028,student,100,earned,2023-10-14,Mission
advaspire@gmail.com,user,ADV23007,student,100,earned,2023-10-14,Mission | Completed missions in class
advaspire@gmail.com,user,ADV0056,student,100,earned,2023-10-14,Mission | Completed missions in class | by Aljay
advaspire@gmail.com,user,ADV23013,student,100,earned,2023-10-14,Mission | Completed missions in class | by Aljay
advaspire@gmail.com,user,ADV0055,student,50,earned,2023-10-14,Mission | Completed missions in class | by Aljay
advaspire@gmail.com,user,ADV23048,student,100,earned,2023-10-14,Mission | Completed Missions in class | by Aljay
advaspire@gmail.com,user,ADV23049,student,100,earned,2023-10-14,Mission | Completed Missions in class | by Aljay
advaspire@gmail.com,user,ADV23011,student,150,earned,2023-10-14,Mission | by Aljay
advaspire@gmail.com,user,ADV23042,student,100,earned,2023-10-14,Mission | Completed Missions in class | by Aljay
advaspire@gmail.com,user,ADV23008,student,50,earned,2023-10-14,Mission | Completed Missions in class | by Aljay
advaspire@gmail.com,user,ADV23050,student,150,earned,2023-10-15,Mission | by Aljay
advaspire@gmail.com,user,ADV23040,student,150,earned,2023-10-15,Mission | by Aljay
advaspire@gmail.com,user,ADV23022,student,150,earned,2023-10-15,Mission | by Aljay
advaspire@gmail.com,user,ADV23023,student,150,earned,2023-10-15,Mission
advaspire@gmail.com,user,ADV23024,student,150,earned,2023-10-15,Mission
advaspire@gmail.com,user,ADV23026,student,150,earned,2023-10-15,Mission
advaspire@gmail.com,user,ADV23027,student,150,earned,2023-10-15,Mission
advaspire@gmail.com,user,ADV23028,student,100,earned,2023-10-15,Mission
advaspire@gmail.com,user,ADV23025,student,50,earned,2023-10-15,Mission
advaspire@gmail.com,user,ADV23050,student,150,earned,2023-10-20,Mission | by Aljay
advaspire@gmail.com,user,ADV23006,student,150,earned,2023-10-21,Mission | Completed missions in class | by Aljay
advaspire@gmail.com,user,ADV23012,student,50,earned,2023-10-21,Mission | by Aljay
advaspire@gmail.com,user,ADV23004,student,100,earned,2023-10-21,Mission | by Aljay
advaspire@gmail.com,user,ADV23005,student,100,earned,2023-10-21,Mission
advaspire@gmail.com,user,ADV23023,student,150,earned,2023-10-21,Mission
advaspire@gmail.com,user,ADV23024,student,150,earned,2023-10-21,Mission
advaspire@gmail.com,user,ADV23027,student,150,earned,2023-10-21,Mission
advaspire@gmail.com,user,ADV23028,student,100,earned,2023-10-21,Mission
advaspire@gmail.com,user,ADV23007,student,100,earned,2023-10-21,Mission | Completed missions in class
advaspire@gmail.com,user,ADV0056,student,100,earned,2023-10-21,Mission | Completed missions in class | by Aljay
advaspire@gmail.com,user,ADV23013,student,100,earned,2023-10-21,Mission | Completed missions in class | by Aljay
advaspire@gmail.com,user,ADV0055,student,50,earned,2023-10-21,Mission | Completed missions in class | by Aljay
advaspire@gmail.com,user,ADV23048,student,100,earned,2023-10-21,Mission | Completed Missions in class | by Aljay
advaspire@gmail.com,user,ADV23049,student,100,earned,2023-10-21,Mission | Completed Missions in class | by Aljay
advaspire@gmail.com,user,ADV23011,student,150,earned,2023-10-21,Mission | by Aljay
advaspire@gmail.com,user,ADV23041,student,100,earned,2023-10-21,Mission | Completed Missions in class | by Aljay
advaspire@gmail.com,user,ADV23042,student,100,earned,2023-10-21,Mission | Completed Missions in class | by Aljay
advaspire@gmail.com,user,ADV23008,student,50,earned,2023-10-21,Mission | Completed Missions in class | by Aljay
advaspire@gmail.com,user,ADV0045,student,100,earned,2023-10-21,Mission | Completed Missions in class | by Aljay
advaspire@gmail.com,user,ADV23050,student,150,earned,2023-10-22,Mission | by Aljay
advaspire@gmail.com,user,ADV23040,student,150,earned,2023-10-22,Mission | by Aljay
advaspire@gmail.com,user,ADV23023,student,150,earned,2023-10-22,Mission
advaspire@gmail.com,user,ADV23018,student,150,earned,2023-10-22,Mission
advaspire@gmail.com,user,ADV23024,student,150,earned,2023-10-22,Mission
advaspire@gmail.com,user,ADV23026,student,150,earned,2023-10-22,Mission
advaspire@gmail.com,user,ADV23027,student,150,earned,2023-10-22,Mission
advaspire@gmail.com,user,ADV23028,student,100,earned,2023-10-22,Mission
advaspire@gmail.com,user,ADV23025,student,50,earned,2023-10-22,Mission
advaspire@gmail.com,user,ADV0014,student,150,earned,2023-10-22,Mission | by Aljay
advaspire@gmail.com,user,ADV23050,student,150,earned,2023-10-27,Mission | by Aljay
advaspire@gmail.com,user,ADV23012,student,50,earned,2023-10-28,Mission | by Aljay
advaspire@gmail.com,user,ADV23023,student,150,earned,2023-10-28,Mission
advaspire@gmail.com,user,ADV23024,student,150,earned,2023-10-28,Mission
advaspire@gmail.com,user,ADV23027,student,150,earned,2023-10-28,Mission
advaspire@gmail.com,user,ADV23028,student,100,earned,2023-10-28,Mission
advaspire@gmail.com,user,ADV23007,student,100,earned,2023-10-28,Mission | Completed missions in class
advaspire@gmail.com,user,ADV0056,student,100,earned,2023-10-28,Mission | Completed missions in class | by Aljay
advaspire@gmail.com,user,ADV23013,student,100,earned,2023-10-28,Mission | Completed missions in class | by Aljay
advaspire@gmail.com,user,ADV0055,student,50,earned,2023-10-28,Mission | Completed missions in class | by Aljay
advaspire@gmail.com,user,ADV23048,student,100,earned,2023-10-28,Mission | Completed Missions in class | by Aljay
advaspire@gmail.com,user,ADV23049,student,100,earned,2023-10-28,Mission | Completed Missions in class | by Aljay
advaspire@gmail.com,user,ADV23011,student,150,earned,2023-10-28,Mission | by Aljay
advaspire@gmail.com,user,ADV23041,student,100,earned,2023-10-28,Mission | Completed Missions in class | by Aljay
advaspire@gmail.com,user,ADV23042,student,100,earned,2023-10-28,Mission | Completed Missions in class | by Aljay
advaspire@gmail.com,user,ADV23008,student,50,earned,2023-10-28,Mission | Completed Missions in class | by Aljay
advaspire@gmail.com,user,ADV23050,student,150,earned,2023-10-29,Mission | by Aljay
advaspire@gmail.com,user,ADV23040,student,150,earned,2023-10-29,Mission | by Aljay
advaspire@gmail.com,user,ADV23022,student,150,earned,2023-10-29,Mission | by Aljay
advaspire@gmail.com,user,ADV23023,student,150,earned,2023-10-29,Mission
advaspire@gmail.com,user,ADV23018,student,150,earned,2023-10-29,Mission
advaspire@gmail.com,user,ADV23024,student,150,earned,2023-10-29,Mission
advaspire@gmail.com,user,ADV23026,student,150,earned,2023-10-29,Mission
advaspire@gmail.com,user,ADV23027,student,150,earned,2023-10-29,Mission
advaspire@gmail.com,user,ADV23028,student,100,earned,2023-10-29,Mission
advaspire@gmail.com,user,ADV23025,student,50,earned,2023-10-29,Mission
advaspire@gmail.com,user,ADV23050,student,150,earned,2023-11-03,Mission | by Aljay
advaspire@gmail.com,user,ADV23006,student,150,earned,2023-11-04,Mission | Completed missions in class | by Aljay
advaspire@gmail.com,user,ADV23004,student,100,earned,2023-11-04,Mission | by Aljay
advaspire@gmail.com,user,ADV23005,student,100,earned,2023-11-04,Mission
advaspire@gmail.com,user,ADV23023,student,150,earned,2023-11-04,Mission
advaspire@gmail.com,user,ADV23024,student,150,earned,2023-11-04,Mission
advaspire@gmail.com,user,ADV23027,student,150,earned,2023-11-04,Mission
advaspire@gmail.com,user,ADV23028,student,100,earned,2023-11-04,Mission
advaspire@gmail.com,user,ADV23007,student,100,earned,2023-11-04,Mission | Completed missions in class
advaspire@gmail.com,user,ADV0056,student,50,earned,2023-11-04,Mission | Completed missions in class | by Aljay
advaspire@gmail.com,user,ADV23013,student,100,earned,2023-11-04,Mission | Completed missions in class | by Aljay
advaspire@gmail.com,user,ADV0055,student,50,earned,2023-11-04,Mission | Completed missions in class | by Aljay
advaspire@gmail.com,user,ADV23048,student,100,earned,2023-11-04,Mission | Completed Missions in class | by Aljay
advaspire@gmail.com,user,ADV23049,student,100,earned,2023-11-04,Mission | Completed Missions in class | by Aljay
advaspire@gmail.com,user,ADV23011,student,150,earned,2023-11-04,Mission | by Aljay
advaspire@gmail.com,user,ADV23041,student,100,earned,2023-11-04,Mission | Completed Missions in class | by Aljay
advaspire@gmail.com,user,ADV23008,student,50,earned,2023-11-04,Mission | Completed Missions in class | by Aljay
advaspire@gmail.com,user,ADV0045,student,100,earned,2023-11-04,Mission | Completed Missions in class | by Aljay
advaspire@gmail.com,user,ADV23050,student,150,earned,2023-11-05,Mission | by Aljay
advaspire@gmail.com,user,ADV23040,student,150,earned,2023-11-05,Mission | by Aljay
advaspire@gmail.com,user,ADV23022,student,150,earned,2023-11-05,Mission | by Aljay
advaspire@gmail.com,user,ADV23023,student,150,earned,2023-11-05,Mission
advaspire@gmail.com,user,ADV23018,student,150,earned,2023-11-05,Mission
advaspire@gmail.com,user,ADV23024,student,150,earned,2023-11-05,Mission
advaspire@gmail.com,user,ADV23027,student,150,earned,2023-11-05,Mission
advaspire@gmail.com,user,ADV23028,student,100,earned,2023-11-05,Mission
advaspire@gmail.com,user,ADV23050,student,150,earned,2023-11-10,Mission | by Aljay
advaspire@gmail.com,user,ADV23006,student,150,earned,2023-11-11,Mission | Completed missions in class | by Aljay
advaspire@gmail.com,user,ADV23012,student,50,earned,2023-11-11,Mission | by Aljay
advaspire@gmail.com,user,ADV23004,student,100,earned,2023-11-11,Mission | by Aljay
advaspire@gmail.com,user,ADV23005,student,100,earned,2023-11-11,Mission
advaspire@gmail.com,user,ADV23023,student,150,earned,2023-11-11,Mission
advaspire@gmail.com,user,ADV23024,student,150,earned,2023-11-11,Mission
advaspire@gmail.com,user,ADV23027,student,150,earned,2023-11-11,Mission
advaspire@gmail.com,user,ADV23028,student,100,earned,2023-11-11,Mission
advaspire@gmail.com,user,ADV23007,student,100,earned,2023-11-11,Mission | Completed missions in class
advaspire@gmail.com,user,ADV0056,student,50,earned,2023-11-11,Mission | Completed missions in class | by Aljay
advaspire@gmail.com,user,ADV23048,student,100,earned,2023-11-11,Mission | Completed Missions in class | by Aljay
advaspire@gmail.com,user,ADV23049,student,100,earned,2023-11-11,Mission | Completed Missions in class | by Aljay
advaspire@gmail.com,user,ADV23041,student,100,earned,2023-11-11,Mission | Completed Missions in class | by Aljay
advaspire@gmail.com,user,ADV23042,student,100,earned,2023-11-11,Mission | Completed Missions in class | by Aljay
advaspire@gmail.com,user,ADV0045,student,100,earned,2023-11-11,Mission | Completed Missions in class | by Aljay
advaspire@gmail.com,user,ADV23050,student,150,earned,2023-11-12,Mission | by Aljay
advaspire@gmail.com,user,ADV23040,student,150,earned,2023-11-12,Mission | by Aljay
advaspire@gmail.com,user,ADV23022,student,150,earned,2023-11-12,Mission | by Aljay
advaspire@gmail.com,user,ADV23023,student,150,earned,2023-11-12,Mission
advaspire@gmail.com,user,ADV23018,student,150,earned,2023-11-12,Mission
advaspire@gmail.com,user,ADV23024,student,150,earned,2023-11-12,Mission
advaspire@gmail.com,user,ADV23027,student,150,earned,2023-11-12,Mission
advaspire@gmail.com,user,ADV23028,student,100,earned,2023-11-12,Mission
advaspire@gmail.com,user,ADV23050,student,150,earned,2023-11-17,Mission | by Aljay
advaspire@gmail.com,user,ADV23006,student,150,earned,2023-11-18,Mission | Completed missions in class | by Aljay
advaspire@gmail.com,user,ADV23004,student,100,earned,2023-11-18,Mission | by Aljay
advaspire@gmail.com,user,ADV23005,student,100,earned,2023-11-18,Mission
advaspire@gmail.com,user,ADV23023,student,150,earned,2023-11-18,Mission
advaspire@gmail.com,user,ADV23024,student,150,earned,2023-11-18,Mission
advaspire@gmail.com,user,ADV23007,student,100,earned,2023-11-18,Mission | Completed missions in class
advaspire@gmail.com,user,ADV0056,student,50,earned,2023-11-18,Mission | Completed missions in class | by Aljay
advaspire@gmail.com,user,ADV23013,student,100,earned,2023-11-18,Mission | Completed missions in class | by Aljay
advaspire@gmail.com,user,ADV0055,student,50,earned,2023-11-18,Mission | Completed missions in class | by Aljay
advaspire@gmail.com,user,ADV23011,student,150,earned,2023-11-18,Mission | by Aljay
advaspire@gmail.com,user,ADV23041,student,100,earned,2023-11-18,Mission | Completed Missions in class | by Aljay
advaspire@gmail.com,user,ADV23042,student,100,earned,2023-11-18,Mission | Completed Missions in class | by Aljay
advaspire@gmail.com,user,ADV23008,student,50,earned,2023-11-18,Mission | Completed Missions in class | by Aljay
advaspire@gmail.com,user,ADV0045,student,100,earned,2023-11-18,Mission | Completed Missions in class | by Aljay
advaspire@gmail.com,user,ADV23050,student,150,earned,2023-11-19,Mission | by Aljay
advaspire@gmail.com,user,ADV23023,student,150,earned,2023-11-19,Mission
advaspire@gmail.com,user,ADV23024,student,150,earned,2023-11-19,Mission
advaspire@gmail.com,user,ADV0014,student,150,earned,2023-11-19,Mission | by Aljay
advaspire@gmail.com,user,ADV23050,student,150,earned,2023-11-24,Mission | by Aljay
advaspire@gmail.com,user,ADV23012,student,50,earned,2023-11-25,Mission | by Aljay
advaspire@gmail.com,user,ADV23023,student,150,earned,2023-11-25,Mission
advaspire@gmail.com,user,ADV23024,student,150,earned,2023-11-25,Mission
advaspire@gmail.com,user,ADV23027,student,150,earned,2023-11-25,Mission
advaspire@gmail.com,user,ADV23028,student,100,earned,2023-11-25,Mission
advaspire@gmail.com,user,ADV23007,student,100,earned,2023-11-25,Mission | Completed missions in class
advaspire@gmail.com,user,ADV0056,student,50,earned,2023-11-25,Mission | Completed missions in class | by Aljay
advaspire@gmail.com,user,ADV23013,student,100,earned,2023-11-25,Mission | Completed missions in class | by Aljay
advaspire@gmail.com,user,ADV0055,student,50,earned,2023-11-25,Mission | Completed missions in class | by Aljay
advaspire@gmail.com,user,ADV23075,student,100,earned,2023-11-25,Mission | Completed missions in class | by Aljay
advaspire@gmail.com,user,ADV23048,student,100,earned,2023-11-25,Mission | Completed Missions in class | by Aljay
advaspire@gmail.com,user,ADV23049,student,100,earned,2023-11-25,Mission | Completed Missions in class | by Aljay
advaspire@gmail.com,user,ADV23011,student,150,earned,2023-11-25,Mission | by Aljay
advaspire@gmail.com,user,ADV23041,student,100,earned,2023-11-25,Mission | Completed Missions in class | by Aljay
advaspire@gmail.com,user,ADV23042,student,100,earned,2023-11-25,Mission | Completed Missions in class | by Aljay
advaspire@gmail.com,user,ADV23008,student,50,earned,2023-11-25,Mission | Completed Missions in class | by Aljay
advaspire@gmail.com,user,ADV0045,student,100,earned,2023-11-25,Mission | Completed Missions in class | by Aljay
advaspire@gmail.com,user,ADV23050,student,150,earned,2023-11-26,Mission | by Aljay
advaspire@gmail.com,user,ADV23040,student,150,earned,2023-11-26,Mission | by Aljay
advaspire@gmail.com,user,ADV23022,student,150,earned,2023-11-26,Mission | by Aljay
advaspire@gmail.com,user,ADV23023,student,150,earned,2023-11-26,Mission
advaspire@gmail.com,user,ADV23024,student,150,earned,2023-11-26,Mission
advaspire@gmail.com,user,ADV23027,student,150,earned,2023-11-26,Mission
advaspire@gmail.com,user,ADV23028,student,100,earned,2023-11-26,Mission
advaspire@gmail.com,user,ADV0014,student,150,earned,2023-11-26,Mission | by Aljay
advaspire@gmail.com,user,ADV23050,student,150,earned,2023-12-01,Mission | by Aljay
advaspire@gmail.com,user,ADV23023,student,1000,earned,2023-12-01,Level Completion | Completed Robotics Level 1
advaspire@gmail.com,user,ADV23024,student,1000,earned,2023-12-01,Level Completion | Completed Robotics Level 1
advaspire@gmail.com,user,ADV23006,student,150,earned,2023-12-02,Mission | Completed missions in class | by Aljay
advaspire@gmail.com,user,ADV23004,student,100,earned,2023-12-02,Mission | by Aljay
advaspire@gmail.com,user,ADV23005,student,100,earned,2023-12-02,Mission | by Aljay
advaspire@gmail.com,user,ADV23023,student,150,earned,2023-12-02,Mission
advaspire@gmail.com,user,ADV23024,student,150,earned,2023-12-02,Mission
advaspire@gmail.com,user,ADV23027,student,150,earned,2023-12-02,Mission
advaspire@gmail.com,user,ADV23028,student,100,earned,2023-12-02,Mission
advaspire@gmail.com,user,ADV23007,student,100,earned,2023-12-02,Mission | Completed missions in class
advaspire@gmail.com,user,ADV0056,student,50,earned,2023-12-02,Mission | Completed missions in class | by Aljay
advaspire@gmail.com,user,ADV23013,student,100,earned,2023-12-02,Mission | Completed missions in class | by Aljay
advaspire@gmail.com,user,ADV0055,student,50,earned,2023-12-02,Mission | Completed missions in class | by Aljay
advaspire@gmail.com,user,ADV23048,student,100,earned,2023-12-02,Mission | Completed Missions in class | by Aljay
advaspire@gmail.com,user,ADV23049,student,100,earned,2023-12-02,Mission | Completed Missions in class | by Aljay
advaspire@gmail.com,user,ADV23011,student,150,earned,2023-12-02,Mission | by Aljay
advaspire@gmail.com,user,ADV23041,student,100,earned,2023-12-02,Mission | Completed Missions in class | by Aljay
advaspire@gmail.com,user,ADV23042,student,100,earned,2023-12-02,Mission | Completed Missions in class | by Aljay
advaspire@gmail.com,user,ADV23008,student,50,earned,2023-12-02,Mission | Completed Missions in class | by Aljay
advaspire@gmail.com,user,ADV23050,student,150,earned,2023-12-03,Mission | by Aljay
advaspire@gmail.com,user,ADV23040,student,150,earned,2023-12-03,Mission | by Aljay
advaspire@gmail.com,user,ADV23022,student,150,earned,2023-12-03,Mission | by Aljay
advaspire@gmail.com,user,ADV23023,student,150,earned,2023-12-03,Mission
advaspire@gmail.com,user,ADV23024,student,150,earned,2023-12-03,Mission
advaspire@gmail.com,user,ADV23027,student,150,earned,2023-12-03,Mission
advaspire@gmail.com,user,ADV23028,student,100,earned,2023-12-03,Mission
advaspire@gmail.com,user,ADV23050,student,150,earned,2023-12-08,Mission | by Aljay
advaspire@gmail.com,user,ADV23004,student,150,earned,2023-12-09,Mission | by Aljay
advaspire@gmail.com,user,ADV23005,student,150,earned,2023-12-09,Mission | by Aljay
advaspire@gmail.com,user,ADV23006,student,150,earned,2023-12-09,Mission | by Aljay
advaspire@gmail.com,user,ADV23023,student,150,earned,2023-12-09,Mission
advaspire@gmail.com,user,ADV23024,student,150,earned,2023-12-09,Mission
advaspire@gmail.com,user,ADV23007,student,100,earned,2023-12-09,Mission | Completed missions in class
advaspire@gmail.com,user,ADV23012,student,50,earned,2023-12-09,Mission | by Aljay
advaspire@gmail.com,user,ADV0056,student,50,earned,2023-12-09,Mission | Completed missions in class | by Aljay
advaspire@gmail.com,user,ADV23013,student,100,earned,2023-12-09,Mission | Completed missions in class | by Aljay
advaspire@gmail.com,user,ADV0055,student,50,earned,2023-12-09,Mission | Completed missions in class | by Aljay
advaspire@gmail.com,user,ADV23075,student,100,earned,2023-12-09,Mission | Completed missions in class | by Aljay
advaspire@gmail.com,user,ADV23048,student,100,earned,2023-12-09,Mission | Completed Missions in class | by Aljay
advaspire@gmail.com,user,ADV23049,student,100,earned,2023-12-09,Mission | Completed Missions in class | by Aljay
advaspire@gmail.com,user,ADV23011,student,150,earned,2023-12-09,Mission | by Aljay
advaspire@gmail.com,user,ADV23041,student,100,earned,2023-12-09,Mission | Completed Missions in class | by Aljay
advaspire@gmail.com,user,ADV23042,student,100,earned,2023-12-09,Mission | Completed Missions in class | by Aljay
advaspire@gmail.com,user,ADV23008,student,50,earned,2023-12-09,Mission | Completed Missions in class | by Aljay
advaspire@gmail.com,user,ADV0045,student,100,earned,2023-12-09,Mission | Completed Missions in class | by Aljay
advaspire@gmail.com,user,ADV23050,student,150,earned,2023-12-10,Mission | by Aljay
advaspire@gmail.com,user,ADV23040,student,150,earned,2023-12-10,Mission | by Aljay
advaspire@gmail.com,user,ADV23022,student,150,earned,2023-12-10,Mission | by Aljay
advaspire@gmail.com,user,ADV23023,student,150,earned,2023-12-10,Mission
advaspire@gmail.com,user,ADV23018,student,150,earned,2023-12-10,Mission
advaspire@gmail.com,user,ADV23024,student,150,earned,2023-12-10,Mission
advaspire@gmail.com,user,ADV23050,student,150,earned,2023-12-15,Mission | by Aljay
advaspire@gmail.com,user,ADV23004,student,150,earned,2023-12-16,Mission | by Aljay
advaspire@gmail.com,user,ADV23005,student,150,earned,2023-12-16,Mission | by Aljay
advaspire@gmail.com,user,ADV23006,student,150,earned,2023-12-16,Mission | by Aljay
advaspire@gmail.com,user,ADV23023,student,150,earned,2023-12-16,Mission
advaspire@gmail.com,user,ADV23024,student,150,earned,2023-12-16,Mission
advaspire@gmail.com,user,ADV23081,student,50,earned,2023-12-16,Mission
advaspire@gmail.com,user,ADV23080,student,50,earned,2023-12-16,Mission
advaspire@gmail.com,user,ADV23007,student,100,earned,2023-12-16,Mission | Completed missions in class
advaspire@gmail.com,user,ADV0056,student,50,earned,2023-12-16,Mission | Completed missions in class | by Aljay
advaspire@gmail.com,user,ADV23013,student,100,earned,2023-12-16,Mission | Completed missions in class | by Aljay
advaspire@gmail.com,user,ADV0055,student,50,earned,2023-12-16,Mission | Completed missions in class | by Aljay
advaspire@gmail.com,user,ADV23048,student,100,earned,2023-12-16,Mission | Completed Missions in class | by Aljay
advaspire@gmail.com,user,ADV23049,student,100,earned,2023-12-16,Mission | Completed Missions in class | by Aljay
advaspire@gmail.com,user,ADV23041,student,100,earned,2023-12-16,Mission | Completed Missions in class | by Aljay
advaspire@gmail.com,user,ADV23008,student,50,earned,2023-12-16,Mission | Completed Missions in class | by Aljay
advaspire@gmail.com,user,ADV0045,student,100,earned,2023-12-16,Mission | Completed Missions in class | by Aljay
advaspire@gmail.com,user,ADV23050,student,150,earned,2023-12-17,Mission | by Aljay
advaspire@gmail.com,user,ADV23023,student,150,earned,2023-12-17,Mission
advaspire@gmail.com,user,ADV23018,student,150,earned,2023-12-17,Mission
advaspire@gmail.com,user,ADV23024,student,150,earned,2023-12-17,Mission
advaspire@gmail.com,user,ADV23081,student,50,earned,2023-12-17,Mission
advaspire@gmail.com,user,ADV23080,student,50,earned,2023-12-17,Mission
advaspire@gmail.com,user,ADV23004,student,150,earned,2023-12-23,Mission | by Aljay
advaspire@gmail.com,user,ADV23005,student,150,earned,2023-12-23,Mission | by Aljay
advaspire@gmail.com,user,ADV23006,student,150,earned,2023-12-23,Mission | by Aljay
advaspire@gmail.com,user,ADV23023,student,150,earned,2023-12-23,Mission
advaspire@gmail.com,user,ADV23081,student,50,earned,2023-12-23,Mission
advaspire@gmail.com,user,ADV23080,student,50,earned,2023-12-23,Mission
advaspire@gmail.com,user,ADV23007,student,100,earned,2023-12-23,Mission | Completed missions in class
advaspire@gmail.com,user,ADV23012,student,50,earned,2023-12-23,Mission | by Aljay
advaspire@gmail.com,user,ADV0056,student,50,earned,2023-12-23,Mission | Completed missions in class | by Aljay
advaspire@gmail.com,user,ADV23013,student,100,earned,2023-12-23,Mission | Completed missions in class | by Aljay
advaspire@gmail.com,user,ADV0055,student,50,earned,2023-12-23,Mission | Completed missions in class | by Aljay
advaspire@gmail.com,user,ADV23075,student,100,earned,2023-12-23,Mission | Completed missions in class | by Aljay
advaspire@gmail.com,user,ADV23048,student,100,earned,2023-12-23,Mission | Completed Missions in class | by Aljay
advaspire@gmail.com,user,ADV23049,student,100,earned,2023-12-23,Mission | Completed Missions in class | by Aljay
advaspire@gmail.com,user,ADV23011,student,150,earned,2023-12-23,Mission | by Aljay
advaspire@gmail.com,user,ADV23041,student,100,earned,2023-12-23,Mission | Completed Missions in class | by Aljay
advaspire@gmail.com,user,ADV0045,student,100,earned,2023-12-23,Mission | Completed Missions in class | by Aljay
advaspire@gmail.com,user,ADV23040,student,150,earned,2023-12-24,Mission | by Aljay
advaspire@gmail.com,user,ADV23022,student,150,earned,2023-12-24,Mission | by Aljay
advaspire@gmail.com,user,ADV23023,student,150,earned,2023-12-24,Mission
advaspire@gmail.com,user,ADV23018,student,150,earned,2023-12-24,Mission
advaspire@gmail.com,user,ADV23081,student,50,earned,2023-12-24,Mission
advaspire@gmail.com,user,ADV23080,student,50,earned,2023-12-24,Mission
advaspire@gmail.com,user,ADV23023,student,150,earned,2023-12-25,Mission
advaspire@gmail.com,user,ADV23018,student,150,earned,2023-12-25,Mission
advaspire@gmail.com,user,ADV23024,student,150,earned,2023-12-25,Mission
advaspire@gmail.com,user,ADV23084,student,100,earned,2023-12-25,Mission | Completed Missions in class | by Aljay
advaspire@gmail.com,user,ADV23023,student,150,earned,2023-12-26,Mission
advaspire@gmail.com,user,ADV23018,student,150,earned,2023-12-26,Mission
advaspire@gmail.com,user,ADV23024,student,150,earned,2023-12-26,Mission
advaspire@gmail.com,user,ADV23084,student,100,earned,2023-12-26,Mission | Completed Missions in class | by Aljay
advaspire@gmail.com,user,ADV23023,student,150,earned,2023-12-27,Mission
advaspire@gmail.com,user,ADV23018,student,150,earned,2023-12-27,Mission
advaspire@gmail.com,user,ADV23024,student,150,earned,2023-12-27,Mission
advaspire@gmail.com,user,ADV23084,student,100,earned,2023-12-27,Mission | Completed Missions in class | by Aljay
advaspire@gmail.com,user,ADV23023,student,150,earned,2023-12-28,Mission
advaspire@gmail.com,user,ADV23018,student,150,earned,2023-12-28,Mission
advaspire@gmail.com,user,ADV23024,student,150,earned,2023-12-28,Mission
advaspire@gmail.com,user,ADV23018,student,500,earned,2023-12-28,Activity | Completed 4 days bootcamp
advaspire@gmail.com,user,ADV23083,student,500,earned,2023-12-28,Activity | Completed Minecraft Bootcamp
advaspire@gmail.com,user,ADV23084,student,100,earned,2023-12-28,Mission | Completed Missions in class | by Aljay
advaspire@gmail.com,user,ADV23050,student,150,earned,2023-12-29,Mission | by Aljay
advaspire@gmail.com,user,ADV23004,student,150,earned,2023-12-30,Mission | by Aljay
advaspire@gmail.com,user,ADV23005,student,150,earned,2023-12-30,Mission | by Aljay
advaspire@gmail.com,user,ADV23006,student,150,earned,2023-12-30,Mission | by Aljay
advaspire@gmail.com,user,ADV23023,student,150,earned,2023-12-30,Mission
advaspire@gmail.com,user,ADV23024,student,150,earned,2023-12-30,Mission
advaspire@gmail.com,user,ADV23081,student,50,earned,2023-12-30,Mission
advaspire@gmail.com,user,ADV23080,student,50,earned,2023-12-30,Mission
advaspire@gmail.com,user,ADV23007,student,100,earned,2023-12-30,Mission | Completed missions in class
advaspire@gmail.com,user,ADV23012,student,50,earned,2023-12-30,Mission | by Aljay
advaspire@gmail.com,user,ADV0056,student,50,earned,2023-12-30,Mission | Completed missions in class | by Aljay
advaspire@gmail.com,user,ADV23013,student,100,earned,2023-12-30,Mission | Completed missions in class | by Aljay
advaspire@gmail.com,user,ADV0055,student,50,earned,2023-12-30,Mission | Completed missions in class | by Aljay
