student_id,amount,status,payment_method,paid_at,program_name,package_type,package_duration,receipt_seq,notes
ADV24001,180.00,paid,,2024-01-08,Lego EV3 Robotics,,,,old ticket TK-240108-002
ADV23026,120.00,paid,,2024-01-09,Scratch,,,,old ticket TK-240109-001
ADV23009,513.00,paid,,2024-01-15,Lego EV3 Robotics,,,,old ticket TK-240115-001
ADV0056,240.00,paid,cash,2024-01-15,Lego EV3 Robotics,,,,old ticket TK-240115-002 | Cash
ADV0014,180.00,paid,cash,2024-01-15,Lego EV3 Robotics,,,,old ticket TK-240115-003 | Cash
ADV24003,180.00,paid,cash,2024-01-15,Lego EV3 Robotics,,,,old ticket TK-240115-004 | Cash
ADV23043,120.00,paid,,2024-01-17,Scratch,,,,old ticket TK-240117-002 | Stripe Payment
ADV23085,90.00,paid,,2024-01-17,Scratch,,,,old ticket TK-240117-003 | Stripe Payment
ADV23023,180.00,paid,,2024-01-17,Lego EV3 Robotics,,,,old ticket TK-240117-004
ADV23023,120.00,paid,,2024-01-17,Scratch,,,,old ticket TK-240117-005
ADV23051,178.20,paid,bank_transfer,2024-01-18,Lego EV3 Robotics,,,,old ticket TK-240118-001 | Boost Payment
ADV23075,180.00,paid,,2024-01-20,Lego EV3 Robotics,,,,old ticket TK-240120-001
ADV24004,180.00,paid,,2024-01-20,Scratch,,,,old ticket TK-240120-002
ADV24005,180.00,paid,,2024-01-20,Lego EV3 Robotics,,,,old ticket TK-240120-003
ADV23037,120.00,paid,,2024-01-20,Scratch,,,,old ticket TK-240120-004
ADV23040,90.00,paid,,2024-01-21,Scratch,,,,old ticket TK-240121-002
ADV23007,160.00,paid,,2024-01-24,Lego EV3 Robotics,,,,old ticket TK-240124-001
ADV23045,150.00,paid,,2024-01-28,Scratch,,,,old ticket TK-240128-001
ADV23018,180.00,paid,,2024-01-28,Lego EV3 Robotics,,,,old ticket TK-240128-002
ADV0045,150.00,paid,,2024-01-28,Lego EV3 Robotics,,,,old ticket TK-240128-003
ADV23024,180.00,paid,,2024-01-29,Lego EV3 Robotics,,,,old ticket TK-240129-002
ADV23024,120.00,paid,,2024-01-29,Scratch,,,,old ticket TK-240129-003
ADV23024,135.00,paid,,2024-01-29,Lego EV3 Robotics,,,,old ticket TK-240129-004
ADV23024,90.00,paid,,2024-01-29,Scratch,,,,old ticket TK-240129-005
ADV24001,45.00,paid,,2024-01-29,Lego EV3 Robotics,,,,old ticket TK-240129-006
ADV24001,30.00,paid,,2024-01-29,Scratch,,,,old ticket TK-240129-007
ADV23041,180.00,paid,,2024-01-30,Lego EV3 Robotics,,,,old ticket TK-240130-001
ADV0055,150.00,paid,,2024-01-31,Scratch,,,,old ticket TK-240131-001
ADV23012,513.00,paid,,2024-01-31,Lego EV3 Robotics,,,,old ticket TK-240131-002
ADV23048,256.50,paid,,2024-01-31,Lego EV3 Robotics,,,,old ticket TK-240131-005
ADV23049,256.50,paid,,2024-01-31,Lego EV3 Robotics,,,,old ticket TK-240131-006
ADV23029,360.00,paid,,2024-02-03,Scratch,,,,old ticket TK-240203-001
ADV23035,120.00,paid,,2024-02-03,Scratch,,,,old ticket TK-240203-002
ADV23077,120.00,paid,,2024-02-03,Scratch,,,,old ticket TK-240203-003
ADV0057,90.00,paid,,2024-02-03,Scratch,,,,old ticket TK-240203-004
ADV23011,180.00,paid,,2024-02-03,Lego EV3 Robotics,,,,old ticket TK-240203-005
ADV23027,120.00,paid,,2024-02-03,Scratch,,,,old ticket TK-240203-006
ADV23028,120.00,paid,,2024-02-03,Scratch,,,,old ticket TK-240203-007
ADV23034,120.00,paid,,2024-02-03,Scratch,,,,old ticket TK-240203-008
ADV23050,180.00,paid,,2024-02-05,Scratch,,,,old ticket TK-240205-001
ADV23050,150.00,paid,,2024-02-05,Lego EV3 Robotics,,,,old ticket TK-240205-002
ADV23022,60.00,paid,,2024-02-05,Scratch,,,,old ticket TK-240205-003
ADV23051,180.00,paid,bank_transfer,2024-02-05,Lego EV3 Robotics,,,,old ticket TK-240205-004 | TNG
ADV24008,180.00,paid,bank_transfer,2024-02-05,Lego EV3 Robotics,,,,old ticket TK-240205-005 | TNG
ADV23030,112.50,paid,,2024-02-05,Scratch,,,,old ticket TK-240205-006
ADV23013,180.00,paid,,2024-02-07,Lego EV3 Robotics,,,,old ticket TK-240207-007
ADV23040,120.00,paid,,2024-02-08,Scratch,,,,old ticket TK-240208-001
ADV23007,160.00,paid,,2024-02-09,Lego EV3 Robotics,,,,old ticket TK-240209-001
ADV24011,180.00,paid,,2024-02-16,,,,,old ticket TK-240216-001 | Minecraft
ADV24012,180.00,paid,,2024-02-16,,,,,old ticket TK-240216-002 | Minecraft
ADV24014,180.00,paid,,2024-02-16,,,,,old ticket TK-240216-003 | Minecraft
ADV23008,180.00,paid,,2024-02-17,Lego EV3 Robotics,,,,old ticket TK-240217-001
ADV23008,150.00,paid,,2024-02-17,,,,,old ticket TK-240217-002
ADV23021,180.00,paid,,2024-02-17,Lego EV3 Robotics,,,,old ticket TK-240217-003
ADV23019,180.00,paid,,2024-02-18,Scratch,,,,old ticket TK-240218-001
ADV23020,180.00,paid,,2024-02-18,Scratch,,,,old ticket TK-240218-002
ADV24010,180.00,paid,,2024-02-18,Lego EV3 Robotics,,,,old ticket TK-240218-003
ADV23043,150.00,paid,,2024-02-19,Scratch,,,,old ticket TK-240219-001 | Stripe Payment
ADV23085,150.00,paid,,2024-02-19,Scratch,,,,old ticket TK-240219-002 | Stripe Payment
ADV23007,750.00,paid,,2024-02-20,,,,,old ticket TK-240220-001
ADV23050,750.00,paid,,2024-02-21,,,,,old ticket TK-240221-001
ADV0045,150.00,paid,,2024-02-22,,,,,old ticket TK-240222-001 | Minecraft
ADV0056,360.00,paid,cash,2024-02-23,,,,,old ticket TK-240223-001 | Cash
ADV23006,750.00,paid,,2024-02-23,,,,,old ticket TK-240223-002
ADV23005,150.00,paid,,2024-02-23,,,,,old ticket TK-240223-003 | Minecraft
ADV23005,150.00,paid,,2024-02-23,,,,,old ticket TK-240223-004 | Robotics
ADV23004,150.00,paid,,2024-02-23,,,,,old ticket TK-240223-005 | Minecraft
ADV23004,150.00,paid,,2024-02-23,,,,,old ticket TK-240223-006 | Robotics
ADV23045,150.00,paid,,2024-02-24,Scratch,,,,old ticket TK-240224-001
ADV23023,180.00,paid,,2024-02-24,Lego EV3 Robotics,,,,old ticket TK-240224-002
ADV23023,120.00,paid,,2024-02-24,Scratch,,,,old ticket TK-240224-003
ADV0045,150.00,paid,,2024-02-28,,,,,old ticket TK-240228-001 | Scratch
ADV23050,150.00,paid,,2024-03-01,Scratch,,,,old ticket TK-240301-001
ADV23050,180.00,paid,,2024-03-01,Lego EV3 Robotics,,,,old ticket TK-240301-002
ADV23050,120.00,paid,,2024-03-01,Scratch,,,,old ticket TK-240301-003 | Computer Science
ADV23013,180.00,paid,,2024-03-01,Lego EV3 Robotics,,,,old ticket TK-240301-004
ADV0055,150.00,paid,,2024-03-01,Scratch,,,,old ticket TK-240301-005
ADV23037,114.20,paid,,2024-03-01,Scratch,,,,old ticket TK-240301-006 | Stripe Payment
ADV23035,120.00,paid,,2024-03-02,Scratch,,,,old ticket TK-240302-001
ADV23018,180.00,paid,,2024-03-02,Lego EV3 Robotics,,,,old ticket TK-240302-002
ADV23027,120.00,paid,,2024-03-04,Scratch,,,,old ticket TK-240304-001
ADV23028,120.00,paid,,2024-03-04,Scratch,,,,old ticket TK-240304-002
ADV23034,120.00,paid,,2024-03-04,Scratch,,,,old ticket TK-240304-003
ADV23076,120.00,paid,,2024-03-04,Scratch,,,,old ticket TK-240304-004
ADV24009,180.00,paid,cash,2024-03-05,Scratch,,,,old ticket TK-240305-001 | Cash
ADV23022,90.00,paid,,2024-03-05,Scratch,,,,old ticket TK-240305-002
ADV23018,180.00,paid,,2024-03-05,Scratch,,,,old ticket TK-240305-003
ADV23083,180.00,paid,,2024-03-05,Scratch,,,,old ticket TK-240305-004
ADV23011,180.00,paid,,2024-03-05,Lego EV3 Robotics,,,,old ticket TK-240305-005
ADV24013,180.00,paid,,2024-03-05,,,,,old ticket TK-240305-006 | Robotics
ADV23013,150.00,paid,,2024-03-07,,,,,old ticket TK-240307-001 | Robotics
ADV23007,160.00,paid,,2024-03-07,Lego EV3 Robotics,,,,old ticket TK-240307-002
ADV24011,180.00,paid,,2024-03-08,Scratch,,,,old ticket TK-240308-001
ADV24012,180.00,paid,,2024-03-08,Scratch,,,,old ticket TK-240308-002
ADV23008,180.00,paid,,2024-03-09,Lego EV3 Robotics,,,,old ticket TK-240309-001
ADV23041,360.00,paid,cash,2024-03-10,Lego EV3 Robotics,,,,old ticket TK-240310-001 | Cash
ADV23024,180.00,paid,,2024-03-11,Lego EV3 Robotics,,,,old ticket TK-240311-001
ADV23024,120.00,paid,,2024-03-11,Scratch,,,,old ticket TK-240311-002
ADV23077,120.00,paid,,2024-03-12,Scratch,,,,old ticket TK-240312-001
ADV23026,240.00,paid,,2024-03-12,Scratch,,,,old ticket TK-240312-002
ADV23023,180.00,paid,,2024-03-19,Lego EV3 Robotics,,,,old ticket TK-240319-001
ADV23023,120.00,paid,,2024-03-19,Scratch,,,,old ticket TK-240319-002
ADV23021,540.00,paid,,2024-03-20,Lego EV3 Robotics,,,,old ticket TK-240320-001
ADV23075,180.00,paid,,2024-03-20,Lego EV3 Robotics,,,,old ticket TK-240320-002
ADV23049,256.00,paid,,2024-03-20,Lego EV3 Robotics,,,,old ticket TK-240320-003
ADV23048,256.00,paid,,2024-03-20,Lego EV3 Robotics,,,,old ticket TK-240320-004
ADV23006,324.00,paid,,2024-03-23,Lego EV3 Robotics,,,,old ticket TK-240323-001
ADV23004,324.00,paid,,2024-03-23,Lego EV3 Robotics,,,,old ticket TK-240323-002
ADV23005,324.00,paid,,2024-03-23,Lego EV3 Robotics,,,,old ticket TK-240323-003
ADV0055,150.00,paid,,2024-03-27,Scratch,,,,old ticket TK-240327-001
ADV23045,150.00,paid,,2024-03-28,Scratch,,,,old ticket TK-240328-001
ADV24013,180.00,paid,,2024-03-29,Lego EV3 Robotics,,,,old ticket TK-240329-001
ADV24015,486.00,paid,,2024-03-30,Scratch,,,,old ticket TK-240330-001
ADV24016,486.00,paid,,2024-03-30,Scratch,,,,old ticket TK-240330-002
ADV23018,180.00,paid,,2024-03-30,Lego EV3 Robotics,,,,old ticket TK-240330-003
ADV23018,180.00,paid,,2024-03-30,Scratch,,,,old ticket TK-240330-004
ADV23083,180.00,paid,,2024-03-30,Scratch,,,,old ticket TK-240330-005
ADV24017,180.00,paid,,2024-03-30,Scratch,,,,old ticket TK-240330-006
ADV23040,60.00,paid,,2024-03-31,Scratch,,,,old ticket TK-240331-001
ADV24002,90.00,paid,,2024-03-31,Lego EV3 Robotics,,,,old ticket TK-240331-002
ADV0014,160.00,paid,,2024-03-31,Lego EV3 Robotics,,,,old ticket TK-240331-003 | Extra RM25
ADV23050,150.00,paid,,2024-04-01,Lego EV3 Robotics,,,,old ticket TK-240401-001
ADV23050,150.00,paid,,2024-04-01,Scratch,,,,old ticket TK-240401-002
ADV23050,150.00,paid,,2024-04-01,Scratch,,,,old ticket TK-240401-003
ADV0045,150.00,paid,,2024-04-01,Lego EV3 Robotics,,,,old ticket TK-240401-004
ADV23013,180.00,paid,,2024-04-01,Lego EV3 Robotics,,,,old ticket TK-240401-005
ADV23011,180.00,paid,,2024-04-01,Lego EV3 Robotics,,,,old ticket TK-240401-006
ADV23012,513.00,paid,,2024-04-02,Lego EV3 Robotics,,,,old ticket TK-240402-001
ADV23043,90.00,paid,,2024-04-02,Scratch,,,,old ticket TK-240402-002
ADV23085,90.00,paid,,2024-04-02,Scratch,,,,old ticket TK-240402-003
ADV24018,180.00,paid,,2024-04-02,Lego EV3 Robotics,,,,old ticket TK-240402-004
ADV24019,180.00,paid,,2024-04-02,Lego EV3 Robotics,,,,old ticket TK-240402-005
ADV23035,120.00,paid,,2024-04-03,Scratch,,,,old ticket TK-240403-001
ADV23034,120.00,paid,,2024-04-03,Scratch,,,,old ticket TK-240403-002
ADV23030,45.00,paid,,2024-04-03,Scratch,,,,old ticket TK-240403-003
ADV23028,120.00,paid,,2024-04-03,Scratch,,,,old ticket TK-240403-004
ADV23027,120.00,paid,,2024-04-03,Scratch,,,,old ticket TK-240403-005
ADV23022,60.00,paid,,2024-04-05,Scratch,,,,old ticket TK-240405-001
ADV23076,120.00,paid,,2024-04-06,Scratch,,,,old ticket TK-240406-001
ADV23008,180.00,paid,,2024-04-08,Lego EV3 Robotics,,,,old ticket TK-240408-001
ADV24011,180.00,paid,,2024-04-08,Scratch,,,,old ticket TK-240408-002
ADV24012,180.00,paid,,2024-04-08,Scratch,,,,old ticket TK-240408-003
ADV23007,160.00,paid,,2024-04-09,Lego EV3 Robotics,,,,old ticket TK-240409-001
ADV0057,90.00,paid,,2024-04-13,Scratch,,,,old ticket TK-240413-001
ADV24021,180.00,paid,,2024-04-13,Lego EV3 Robotics,,,,old ticket TK-240413-002
ADV23040,120.00,paid,,2024-04-14,Scratch,,,,old ticket TK-240414-001
ADV24008,180.00,paid,,2024-04-15,Lego EV3 Robotics,,,,old ticket TK-240415-001
ADV23037,60.00,paid,,2024-04-17,Scratch,,,,old ticket TK-240417-001
ADV23023,180.00,paid,,2024-04-18,Lego EV3 Robotics,,,,old ticket TK-240418-001
ADV23023,120.00,paid,,2024-04-18,Scratch,,,,old ticket TK-240418-002
ADV23019,180.00,paid,,2024-04-21,Scratch,,,,old ticket TK-240421-001
ADV23020,180.00,paid,,2024-04-21,Scratch,,,,old ticket TK-240421-002
ADV23026,120.00,paid,,2024-04-22,Scratch,,,,old ticket TK-240422-001
ADV23026,120.00,paid,,2024-04-22,Scratch,,,,old ticket TK-240422-002
ADV23041,180.00,paid,,2024-04-26,Lego EV3 Robotics,,,,old ticket TK-240426-001
ADV23045,75.00,paid,,2024-04-26,Scratch,,,,old ticket TK-240426-002
ADV24023,513.00,paid,,2024-04-27,Lego EV3 Robotics,,,,old ticket TK-240427-001
ADV0056,240.00,paid,cash,2024-04-27,Lego EV3 Robotics,,,,old ticket TK-240427-002 | Cash
ADV23018,180.00,paid,,2024-04-28,Lego EV3 Robotics,,,,old ticket TK-240428-001
ADV0014,180.00,paid,cash,2024-04-28,Lego EV3 Robotics,,,,old ticket TK-240428-002 | Cash
ADV24024,972.00,paid,,2024-04-29,Lego EV3 Robotics,,,,old ticket TK-240429-001
ADV24030,180.00,paid,,2024-04-29,Lego EV3 Robotics,,,,old ticket TK-240429-002
ADV24018,180.00,paid,,2024-04-30,Lego EV3 Robotics,,,,old ticket TK-240430-001
ADV0045,150.00,paid,,2024-04-30,Lego EV3 Robotics,,,,old ticket TK-240430-002
ADV23018,180.00,paid,,2024-05-01,Scratch,,,,old ticket TK-240501-001
ADV23083,180.00,paid,,2024-05-01,Scratch,,,,old ticket TK-240501-002
ADV24025,180.00,paid,,2024-05-01,Lego EV3 Robotics,,,,old ticket TK-240501-003
ADV23029,360.00,paid,,2024-05-01,Scratch,,,,old ticket TK-240501-004
ADV24022,180.00,paid,,2024-05-02,Lego EV3 Robotics,,,,old ticket TK-240502-001
ADV23050,150.00,paid,,2024-05-02,Lego EV3 Robotics,,,,old ticket TK-240502-002
ADV23050,450.00,paid,,2024-05-02,Scratch,,,,old ticket TK-240502-003
ADV0055,150.00,paid,,2024-05-02,Scratch,,,,old ticket TK-240502-004
ADV23035,120.00,paid,,2024-05-03,Scratch,,,,old ticket TK-240503-001
ADV23034,120.00,paid,,2024-05-03,Scratch,,,,old ticket TK-240503-002
ADV24009,180.00,paid,,2024-05-03,Scratch,,,,old ticket TK-240503-003
ADV24026,513.00,paid,,2024-05-03,Lego EV3 Robotics,,,,old ticket TK-240503-004
ADV23013,180.00,paid,,2024-05-03,Lego EV3 Robotics,,,,old ticket TK-240503-005
ADV24031,180.00,paid,,2024-05-03,Lego EV3 Robotics,,,,old ticket TK-240503-006
ADV24017,180.00,paid,,2024-05-04,Scratch,,,,old ticket TK-240504-001
ADV23011,180.00,paid,,2024-05-04,Lego EV3 Robotics,,,,old ticket TK-240504-002
ADV24032,150.00,paid,,2024-05-06,Scratch,,,,old ticket TK-240506-001
ADV23024,180.00,paid,,2024-05-06,Lego EV3 Robotics,,,,old ticket TK-240506-002
ADV23024,120.00,paid,,2024-05-06,Scratch,,,,old ticket TK-240506-003
ADV23008,180.00,paid,,2024-05-06,Lego EV3 Robotics,,,,old ticket TK-240506-004
ADV24019,180.00,paid,,2024-05-07,Lego EV3 Robotics,,,,old ticket TK-240507-001
ADV23037,120.00,paid,,2024-05-07,Scratch,,,,old ticket TK-240507-002
ADV23027,120.00,paid,,2024-05-08,Scratch,,,,old ticket TK-240508-001
ADV23028,120.00,paid,,2024-05-08,Scratch,,,,old ticket TK-240508-002
ADV23022,120.00,paid,,2024-05-08,Scratch,,,,old ticket TK-240508-003
ADV23042,180.00,paid,,2024-05-12,Lego EV3 Robotics,,,,old ticket TK-240512-001
ADV24011,180.00,paid,,2024-05-12,Scratch,,,,old ticket TK-240512-002
ADV24012,180.00,paid,,2024-05-12,Scratch,,,,old ticket TK-240512-003
ADV23007,160.00,paid,,2024-05-13,Lego EV3 Robotics,,,,old ticket TK-240513-001
ADV24005,180.00,paid,,2024-05-13,Scratch,,,,old ticket TK-240513-002
ADV24029,513.00,paid,,2024-05-15,Scratch,,,,old ticket TK-240515-001
ADV23006,324.00,paid,,2024-05-17,Lego EV3 Robotics,,,,old ticket TK-240517-001
ADV23004,324.00,paid,,2024-05-17,Lego EV3 Robotics,,,,old ticket TK-240517-002
ADV23005,324.00,paid,,2024-05-17,Lego EV3 Robotics,,,,old ticket TK-240517-003
ADV24035,256.50,paid,,2024-05-19,Lego EV3 Robotics,,,,old ticket TK-240519-001
ADV24036,256.50,paid,,2024-05-19,Lego EV3 Robotics,,,,old ticket TK-240519-002
ADV23049,256.00,paid,,2024-05-20,Lego EV3 Robotics,,,,old ticket TK-240520-001
ADV23048,256.00,paid,,2024-05-20,Lego EV3 Robotics,,,,old ticket TK-240520-002
ADV23023,180.00,paid,,2024-05-21,Lego EV3 Robotics,,,,old ticket TK-240521-001
ADV23023,120.00,paid,,2024-05-21,Scratch,,,,old ticket TK-240521-002
ADV24013,180.00,paid,,2024-05-21,Lego EV3 Robotics,,,,old ticket TK-240521-003
ADV23045,150.00,paid,,2024-05-22,Scratch,,,,old ticket TK-240522-001
ADV23018,180.00,paid,,2024-05-25,Lego EV3 Robotics,,,,old ticket TK-240525-001
ADV24021,180.00,paid,,2024-05-25,Lego EV3 Robotics,,,,old ticket TK-240525-002
ADV24037,180.00,paid,,2024-05-26,Lego EV3 Robotics,,,,old ticket TK-240526-001
ADV23042,180.00,paid,,2024-05-26,Lego EV3 Robotics,,,,old ticket TK-240526-002
ADV23041,360.00,paid,,2024-05-26,Lego EV3 Robotics,,,,old ticket TK-240526-003
ADV23050,150.00,paid,,2024-05-29,Scratch,,,,old ticket TK-240529-001
ADV23050,150.00,paid,,2024-05-29,Scratch,,,,old ticket TK-240529-002
ADV23050,150.00,paid,,2024-05-29,Scratch,,,,old ticket TK-240529-003
ADV23050,150.00,paid,,2024-05-29,Lego EV3 Robotics,,,,old ticket TK-240529-004
ADV24033,50.00,paid,,2024-05-30,,,,,old ticket TK-240530-001
ADV24022,180.00,paid,,2024-05-30,Lego EV3 Robotics,,,,old ticket TK-240530-002
ADV23022,50.00,paid,,2024-05-30,,,,,old ticket TK-240530-003
ADV23040,50.00,paid,,2024-05-30,,,,,old ticket TK-240530-004
ADV24018,180.00,paid,,2024-05-30,Lego EV3 Robotics,,,,old ticket TK-240530-005
ADV23007,50.00,paid,,2024-05-31,,,,,old ticket TK-240531-001
ADV23018,180.00,paid,,2024-05-31,Scratch,,,,old ticket TK-240531-002
ADV23018,180.00,paid,,2024-05-31,Lego EV3 Robotics,,,,old ticket TK-240531-003
ADV0045,150.00,paid,,2024-05-31,Lego EV3 Robotics,,,,old ticket TK-240531-004
ADV23013,50.00,paid,,2024-06-01,,,,,old ticket TK-240601-001
ADV23013,180.00,paid,,2024-06-01,Lego EV3 Robotics,,,,old ticket TK-240601-002
ADV24040,180.00,paid,,2024-06-01,Lego EV3 Robotics,,,,old ticket TK-240601-003
ADV23011,180.00,paid,,2024-06-01,Lego EV3 Robotics,,,,old ticket TK-240601-004
ADV23024,180.00,paid,,2024-06-02,Lego EV3 Robotics,,,,old ticket TK-240602-001
ADV23024,120.00,paid,,2024-06-02,Scratch,,,,old ticket TK-240602-002
ADV24019,180.00,paid,,2024-06-03,Lego EV3 Robotics,,,,old ticket TK-240603-001
ADV23034,120.00,paid,,2024-06-04,Scratch,,,,old ticket TK-240604-001
ADV23035,120.00,paid,,2024-06-04,Scratch,,,,old ticket TK-240604-002
ADV24009,50.00,paid,,2024-06-04,,,,,old ticket TK-240604-003
ADV23027,120.00,paid,,2024-06-04,Scratch,,,,old ticket TK-240604-004
ADV23028,120.00,paid,,2024-06-04,Scratch,,,,old ticket TK-240604-005
ADV0055,150.00,paid,,2024-06-04,Scratch,,,,old ticket TK-240604-006
ADV24025,513.00,paid,,2024-06-05,Lego EV3 Robotics,,,,old ticket TK-240605-001
ADV24033,180.00,paid,,2024-06-06,Lego EV3 Robotics,,,,old ticket TK-240606-001
ADV23022,120.00,paid,,2024-06-07,Scratch,,,,old ticket TK-240607-001
ADV23021,540.00,paid,,2024-06-07,Lego EV3 Robotics,,,,old ticket TK-240607-002
ADV24011,50.00,paid,,2024-06-07,,,,,old ticket TK-240607-003
ADV24012,50.00,paid,,2024-06-07,,,,,old ticket TK-240607-004
ADV24011,180.00,paid,,2024-06-07,Scratch,,,,old ticket TK-240607-005
ADV24012,180.00,paid,,2024-06-07,Scratch,,,,old ticket TK-240607-006
ADV24032,150.00,paid,,2024-06-07,Scratch,,,,old ticket TK-240607-007
ADV24017,180.00,paid,,2024-06-08,Scratch,,,,old ticket TK-240608-001
ADV24031,180.00,paid,,2024-06-09,Lego EV3 Robotics,,,,old ticket TK-240609-001
ADV23008,180.00,paid,,2024-06-09,Lego EV3 Robotics,,,,old ticket TK-240609-002
ADV23007,160.00,paid,,2024-06-12,Lego EV3 Robotics,,,,old ticket TK-240612-001
ADV24008,180.00,paid,,2024-06-18,Lego EV3 Robotics,,,,old ticket TK-240618-001
ADV23045,150.00,paid,,2024-06-18,Scratch,,,,old ticket TK-240618-002
ADV24020,972.00,paid,,2024-06-20,Scratch,,,,old ticket TK-240620-001
ADV23075,360.00,paid,,2024-06-20,Lego EV3 Robotics,,,,old ticket TK-240620-002
ADV0056,360.00,paid,cash,2024-06-23,Lego EV3 Robotics,,,,old ticket TK-240623-001 | Cash
ADV23040,180.00,paid,,2024-06-23,Scratch,,,,old ticket TK-240623-002
ADV23023,120.00,paid,,2024-06-23,Scratch,,,,old ticket TK-240623-003
ADV23085,90.00,paid,,2024-06-26,Scratch,,,,old ticket TK-240626-001
ADV23043,120.00,paid,,2024-06-26,Scratch,,,,old ticket TK-240626-002
ADV23085,90.00,paid,,2024-06-26,Scratch,,,,old ticket TK-240626-003
ADV23043,120.00,paid,,2024-06-26,Scratch,,,,old ticket TK-240626-004
ADV23085,180.00,paid,,2024-06-27,Scratch,,,,old ticket TK-240627-001
ADV24013,70.00,paid,,2024-06-27,,,,,old ticket TK-240627-002
ADV24013,55.00,paid,,2024-06-27,,,,,old ticket TK-240627-003
ADV23050,150.00,paid,,2024-06-28,Scratch,,,,old ticket TK-240628-001
ADV23050,150.00,paid,,2024-06-28,Scratch,,,,old ticket TK-240628-002
ADV23050,150.00,paid,,2024-06-28,Scratch,,,,old ticket TK-240628-003
ADV23050,150.00,paid,,2024-06-28,Lego EV3 Robotics,,,,old ticket TK-240628-004
ADV23018,180.00,paid,,2024-06-29,Lego EV3 Robotics,,,,old ticket TK-240629-001
ADV0045,150.00,paid,,2024-06-30,Lego EV3 Robotics,,,,old ticket TK-240630-001
ADV24018,180.00,paid,,2024-07-01,Lego EV3 Robotics,,,,old ticket TK-240701-001
ADV23013,180.00,paid,,2024-07-01,Lego EV3 Robotics,,,,old ticket TK-240701-002
ADV24030,513.00,paid,,2024-07-01,Lego EV3 Robotics,,,,old ticket TK-240701-003
ADV24037,180.00,paid,,2024-07-01,Lego EV3 Robotics,,,,old ticket TK-240701-004
ADV23042,180.00,paid,,2024-07-01,Lego EV3 Robotics,,,,old ticket TK-240701-005
ADV23011,180.00,paid,,2024-07-01,Lego EV3 Robotics,,,,old ticket TK-240701-006
ADV24040,180.00,paid,,2024-07-02,Lego EV3 Robotics,,,,old ticket TK-240702-001
ADV24040,125.00,paid,,2024-07-02,,,,,old ticket TK-240702-002
ADV0055,150.00,paid,,2024-07-02,Scratch,,,,old ticket TK-240702-003
ADV24033,180.00,paid,,2024-07-02,Lego EV3 Robotics,,,,old ticket TK-240702-004
ADV24009,180.00,paid,,2024-07-03,Scratch,,,,old ticket TK-240703-001
ADV23035,120.00,paid,,2024-07-03,Scratch,,,,old ticket TK-240703-002
ADV23021,180.00,paid,,2024-07-03,Lego EV3 Robotics,,,,old ticket TK-240703-003
ADV23034,120.00,paid,,2024-07-04,Scratch,,,,old ticket TK-240704-001
ADV23037,240.00,paid,,2024-07-05,Scratch,,,,old ticket TK-240705-001
ADV24022,180.00,paid,,2024-07-05,Lego EV3 Robotics,,,,old ticket TK-240705-002
ADV23022,60.00,paid,,2024-07-06,Scratch,,,,old ticket TK-240706-001
ADV24021,180.00,paid,,2024-07-06,Lego EV3 Robotics,,,,old ticket TK-240706-002
ADV24017,180.00,paid,,2024-07-06,Scratch,,,,old ticket TK-240706-003
ADV23008,180.00,paid,,2024-07-06,Lego EV3 Robotics,,,,old ticket TK-240706-004
ADV24005,180.00,paid,,2024-07-07,Scratch,,,,old ticket TK-240707-001
ADV24032,112.50,paid,,2024-07-07,Scratch,,,,old ticket TK-240707-002
ADV24060,75.00,paid,,2024-07-07,Scratch,,,,old ticket TK-240707-003
ADV24031,180.00,paid,,2024-07-08,Lego EV3 Robotics,,,,old ticket TK-240708-001
ADV23028,120.00,paid,,2024-07-10,Scratch,,,,old ticket TK-240710-001
ADV23027,120.00,paid,,2024-07-10,Scratch,,,,old ticket TK-240710-002
ADV24028,45.00,paid,cash,2024-07-13,Lego EV3 Robotics,,,,old ticket TK-240713-001 | Cash
ADV24011,180.00,paid,,2024-07-15,Scratch,,,,old ticket TK-240715-001
ADV24012,180.00,paid,,2024-07-15,Scratch,,,,old ticket TK-240715-002
ADV24043,513.00,paid,,2024-07-15,Lego EV3 Robotics,,,,old ticket TK-240715-003
ADV24057,90.00,paid,,2024-07-15,Scratch,,,,old ticket TK-240715-004
ADV24041,180.00,paid,,2024-07-15,Lego EV3 Robotics,,,,old ticket TK-240715-005
ADV24042,180.00,paid,,2024-07-15,Lego EV3 Robotics,,,,old ticket TK-240715-006
ADV23007,160.00,paid,,2024-07-20,Lego EV3 Robotics,,,,old ticket TK-240720-001
ADV24008,180.00,paid,,2024-07-22,Lego EV3 Robotics,,,,old ticket TK-240722-001
ADV24055,180.00,paid,,2024-07-22,Lego EV3 Robotics,,,,old ticket TK-240722-002
ADV24056,180.00,paid,,2024-07-22,Lego EV3 Robotics,,,,old ticket TK-240722-003
ADV24046,486.00,paid,,2024-07-23,Lego EV3 Robotics,,,,old ticket TK-240723-001
ADV24047,486.00,paid,,2024-07-23,Lego EV3 Robotics,,,,old ticket TK-240723-002
ADV0012,150.00,paid,,2024-07-26,Scratch,,,,old ticket TK-240726-001
ADV0011,150.00,paid,,2024-07-26,Lego EV3 Robotics,,,,old ticket TK-240726-002
ADV23018,180.00,paid,,2024-07-27,Lego EV3 Robotics,,,,old ticket TK-240727-001
